   |CODCLAVECICBENEFICIARIO|CODCLAVECICSOLICITANTE|PERIODO|FECDIA|HORINITRANSACCION|CODSUCAGE|CODSESION|CODINTERNOTRANSACCION|CODTRANSACCIONVENTANILLA|DESTRANSACCIONVENTANILLA|ACTV_BENEFICIARIO|TIPPER_BENEFICIARIO|FLG_FFNN_BENEFICIARIO|FLG_FFNN_SOLICITANTE|TIPBANCA_BENEFICIARIO|TIPBANCA_SOLICITANTE|MTOTRANSACCION|TIPPER_SOLICITANTE|DESBANCA_BENEFICIARIO|DESBANCA_SOLICITANTE|FECONS_BENEFICIARIO|FECONS_SOL|FLG_AN_BENEFICIARIO|FLG_AN_SOLICITANTE|FLG_REL|FLG_ROS_BEN|FLG_ROS_SOL|FLG_MTO_P25|FLG_MTO_P50|FLG_MTO_P75|FLG_MTO_P90|FECDIA2|FEC_BEN|FLG_AN|TIPPER|FLG_NUEVA_BEN|dif|dif2|FLG_NUEVA_SOL|FLG_NUEVA|FLG_BANCA|PERSONA_SOL|EMPRESA_SOL|PERSONA_BEN|EMPRESA_BEN|FLG_ROS|FLG_MTO|FLG_NOREL|MTOTRANSACCION_ES|TIPPER_BEN|TIPPER_SOL|MTO_P95|MTOTRANSACCION_ES95|N_Cluster
2526|3928036.0|10815396.0|202006|22/06/2020|13:53:03|475000|225|800708000000.0|115|Credipago with partial validation|5122.0|E|1|1|E|P|254510.0|P|EMPRESA                            |BANCA PERSONAL                     |08/09/2003||0|0|0|0|0|1|0|0|0|2020-06-22|2003-08-09|0|0|0|6162 days|6162.0|0|0|1|1|0|0|1|0|0|1|254510.0|1|0|254510.0|254510.0|0
186|4564656.0|19716222.0|202002|28/02/2020|13:49:36|285000|719|902218000000.0|60|DepÂ¢sito Aho|91.0|P|1|1|P|P|204166.67|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|0|0|0|2020-02-28||0|1|0|||0|0|1|1|0|1|0|0|0|1|204166.67|0|0|204166.67|204166.67|9
2646|71834.0|3383881.0|202008|28/08/2020|10:06:14|475000|121|800738000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|212880.0|P|EMPRESA                            |BANCA PERSONAL                     |01/04/1976||0|0|0|0|0|0|0|0|0|2020-08-28|1976-01-04|0|0|0|16308 days|16308.0|0|0|1|1|0|0|1|0|0|1|212880.0|1|0|212880.0|212880.0|0
1659|3125598.0|8375430.0|202004|14/04/2020|11:36:08|305000|503|800688000000.0|62|DepÂ¢sito Cte|1531.0|E|1|1|P|P|206449.77|P|BANCA PERSONAL                     |BANCA PERSONAL                     |23/05/2001||0|0|0|0|0|0|0|0|0|2020-04-14|2001-05-23|0|0|0|6901 days|6901.0|0|0|1|1|0|1|0|0|0|1|206449.77|1|0|206449.77|206449.77|9
961|12844012.0|14492152.0|202001|25/01/2020|10:43:02|194000|182|800653000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|C|P|353350.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |25/03/2014||0|0|0|0|0|0|1|0|0|2020-01-25|2014-03-25|0|0|0|2132 days|2132.0|0|0|1|1|0|0|0|0|0|1|353350.0|1|0|353350.0|353350.0|10
2873|9132139.0|7688327.0|202001|08/01/2020|11:35:17|305006|168|902194000000.0|117|Credipago without validation|7414.0|E|1|1|E|P|200100.0|P|EMPRESA                            |BANCA PERSONAL                     |26/04/2011||0|0|0|0|0|0|0|0|0|2020-08-01|2011-04-26|0|0|0|3385 days|3385.0|0|0|1|1|0|0|1|0|0|1|200100.0|1|0|200100.0|200100.0|0
3428|2096628.0||202006|22/06/2020|15:38:07|305000|365|800708000000.0|62|DepÂ¢sito Cte|5211.0|E|1|0|E||282738.5||EMPRESA                            ||01/02/1993||0|0|0|0|0|1|0|0|0|2020-06-22|1993-01-02|0|0|0|10033 days|10033.0|0|0|0|0|0|0|1|0|0|1|282738.5|1|1|282738.5|282738.5|0
2495|50118.0|7787016.0|202003|12/03/2020|09:59:59|570000|187|902224000000.0|62|DepÂ¢sito Cte|8030.0|E|1|1|E|P|203510.0|P|EMPRESA                            |BANCA PERSONAL                     |02/01/1989||0|0|0|0|0|0|0|0|0|2020-12-03|1989-02-01|0|0|0|11628 days|11628.0|0|0|1|1|0|0|1|0|0|1|203510.0|1|0|203510.0|203510.0|0
2606|71834.0|3383881.0|202007|14/07/2020|10:08:31|475000|76|800725000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|432750.0|P|EMPRESA                            |BANCA PERSONAL                     |01/04/1976||0|0|0|0|0|0|0|1|0|2020-07-14|1976-01-04|0|0|0|16263 days|16263.0|0|0|1|1|0|0|1|0|0|1|432750.0|1|0|432750.0|432750.0|13
1543|53903.0|817854.0|202007|31/07/2020|10:09:53|570000|44|902249000000.0|62|DepÂ¢sito Cte|9309.0|P|1|1|P|P|286463.9|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|1|0|0|0|2020-07-31||0|1|0|||0|0|1|1|0|1|0|0|0|1|286463.9|0|0|286463.9|286463.9|9
3373|7071429.0|877773.0|202006|02/06/2020|11:49:39|215000|451|800701000000.0|117|Credipago without validation|121.0|E|1|1|E|P|500000.0|P|EMPRESA                            |BANCA PERSONAL                     |09/07/2008||0|0|1|0|0|0|0|1|0|2020-02-06|2008-09-07|0|0|0|4169 days|4169.0|0|0|1|1|0|0|1|0|0|0|500000.0|1|0|500000.0|500000.0|6
2864|12844012.0|17117662.0|202002|15/02/2020|11:30:35|194000|304|800665000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|C|P|431550.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |25/03/2014||0|0|0|0|0|0|0|1|0|2020-02-15|2014-03-25|0|0|0|2153 days|2153.0|0|0|1|1|0|0|0|0|0|1|431550.0|1|0|431550.0|431550.0|14
527|64994.0|2848758.0|202007|23/07/2020|11:16:36|480000|88|902248000000.0|115|Credipago with partial validation|1520.0|E|1|1|C|P|350000.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |05/02/1941||0|0|0|0|0|0|1|0|0|2020-07-23|1941-05-02|0|0|0|28937 days|28937.0|0|0|1|1|0|0|0|0|0|1|350000.0|1|0|350000.0|350000.0|10
3103|941654.0|16862017.0|202001|08/01/2020|09:51:59|194003|59|902194000000.0|60|DepÂ¢sito Aho|4520.0|P|1|1|P|P|345280.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|1|0|0|2020-08-01||0|1|0|||0|0|1|1|0|1|0|0|0|1|345280.0|0|0|345280.0|345280.0|2
2615|71834.0|3383881.0|202007|31/07/2020|10:17:49|475000|82|800730000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|404760.0|P|EMPRESA                            |BANCA PERSONAL                     |01/04/1976||0|0|0|0|0|0|0|1|0|2020-07-31|1976-01-04|0|0|0|16280 days|16280.0|0|0|1|1|0|0|1|0|0|1|404760.0|1|0|404760.0|404760.0|13
625|5572560.0|2818233.0|202004|20/04/2020|12:38:07|191061|214|902231000000.0|117|Credipago without validation|5122.0|E|1|1|P|P|242748.8|P|BANCA PERSONAL                     |BANCA PERSONAL                     |21/06/2005||0|0|1|0|0|1|0|0|0|2020-04-20|2005-06-21|0|0|0|5417 days|5417.0|0|0|1|1|0|1|0|0|0|0|242748.8|1|0|242748.8|242748.8|4
1088|44742.0|3354083.0|202001|08/01/2020|12:21:23|380000|445|800644000000.0|115|Credipago with partial validation|4010.0|E|1|1|C|P|201183.2|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |26/08/1996||0|0|0|0|0|0|0|0|0|2020-08-01|1996-08-26|0|0|0|8741 days|8741.0|0|0|1|1|0|0|0|0|0|1|201183.2|1|0|201183.2|201183.2|5
1460|14746.0|5727264.0|202001|06/01/2020|11:08:17|400000|112|800642000000.0|62|DepÂ¢sito Cte|6599.0|E|1|1|E|P|250000.0|P|EMPRESA                            |BANCA PERSONAL                     |01/12/1994||0|0|0|0|0|1|0|0|0|2020-06-01|1994-01-12|0|0|0|9637 days|9637.0|0|0|1|1|0|0|1|0|0|1|250000.0|1|0|250000.0|250000.0|0
1858|21774024.0|10956636.0|202001|08/01/2020|18:25:00|410000|395|800644000000.0|117|Credipago without validation|9309.0|E|1|1|P|P|498000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |25/04/2018||0|0|1|0|0|0|0|1|0|2020-08-01|2018-04-25|0|0|0|829 days|829.0|0|0|1|1|0|1|0|0|0|0|498000.0|1|0|498000.0|498000.0|1
1070|8637421.0|5323234.0|202001|09/01/2020|11:22:48|380000|359|800644000000.0|62|DepÂ¢sito Cte|6712.0|E|1|1|C|P|297371.5|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |||0|0|0|0|0|0|1|0|0|2020-09-01||0|0|0|||0|0|1|1|0|0|0|0|0|1|297371.5|1|0|297371.5|297371.5|10
1510|142231.0|13383065.0|202006|30/06/2020|15:43:04|285006|568|800710000000.0|117|Credipago without validation|7020.0|E|1|1|P|P|500000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |01/12/1995||0|0|1|0|0|0|0|1|0|2020-06-30|1995-01-12|0|0|0|9301 days|9301.0|0|0|1|1|0|1|0|0|0|0|500000.0|1|0|500000.0|500000.0|1
2706|93143.0|14938485.0|202004|01/04/2020|11:39:49|375000|196|902228000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|289936.34|P|EMPRESA                            |BANCA PERSONAL                     |07/04/1998||0|0|0|0|0|1|0|0|0|2020-01-04|1998-07-04|0|0|0|7854 days|7854.0|0|0|1|1|0|0|1|0|0|1|289936.34|1|0|289936.34|289936.34|0
2179|93143.0|18344583.0|202001|22/01/2020|10:34:13|375000|121|902200000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|207826.0|P|EMPRESA                            |BANCA PERSONAL                     |07/04/1998||0|0|0|0|0|0|0|0|0|2020-01-22|1998-07-04|0|0|0|7872 days|7872.0|0|0|1|1|0|0|1|0|0|1|207826.0|1|0|207826.0|207826.0|0
2776|93143.0|14938485.0|202007|16/07/2020|12:09:30|375000|297|902246000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|248277.6|P|EMPRESA                            |BANCA PERSONAL                     |07/04/1998||0|0|0|0|0|1|0|0|0|2020-07-16|1998-07-04|0|0|0|8048 days|8048.0|0|0|1|1|0|0|1|0|0|1|248277.6|1|0|248277.6|248277.6|0
1828|5404754.0|4446094.0|202004|17/04/2020|13:17:54|193049|196|800689000000.0|62|DepÂ¢sito Cte|5190.0|E|1|1|P|P|205710.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |10/02/2006||0|0|1|0|0|0|0|0|0|2020-04-17|2006-10-02|0|0|0|4946 days|4946.0|0|0|1|1|0|1|0|0|0|0|205710.0|1|0|205710.0|205710.0|4
1614|12711114.0|3739803.0|202003|06/03/2020|18:11:01|260000|244|902221000000.0|60|DepÂ¢sito Aho|4520.0|E|1|1|P|P|228500.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |19/02/2014||0|0|1|0|0|0|0|0|0|2020-06-03|2014-02-19|0|0|0|2296 days|2296.0|0|0|1|1|0|1|0|0|0|0|228500.0|1|0|228500.0|228500.0|4
293|68379.0|80946.0|202008|05/08/2020|11:52:15|405003|176|800731000000.0|115|Credipago with partial validation|2691.0|E|1|1|C|P|226829.58|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |15/12/1967||0|0|0|0|0|0|0|0|0|2020-05-08|1967-12-15|0|0|0|19138 days|19138.0|0|0|1|1|0|0|0|0|0|1|226829.58|1|0|226829.58|226829.58|5
1167|5097808.0|19454037.0|202003|11/03/2020|11:15:43|395000|115|902223000000.0|117|Credipago without validation|5190.0|E|1|1|C|P|259713.7|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |14/07/2005||1|0|0|1|0|1|0|0|0|2020-11-03|2005-07-14|0|0|0|5591 days|5591.0|0|0|1|1|0|0|0|0|0|1|259713.7|1|0|259713.7|259713.7|7
1781|23523145.0|23523145.0|202001|29/01/2020|13:57:25|193011|544|800655000000.0|64|DepÂ¢sito Cta Plazo|9309.0|P|1|1|P|P|260000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|1|0|0|0|2020-01-29||0|1|0|||0|0|1|1|0|1|0|0|0|1|260000.0|0|0|260000.0|260000.0|9
1319|12762209.0|13100286.0|202007|31/07/2020|17:11:03|220000|456|800730000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|P|P|392205.5|P|BANCA PERSONAL                     |BANCA PERSONAL                     |24/02/2014||0|0|1|0|0|0|1|0|0|2020-07-31|2014-02-24|0|0|0|2349 days|2349.0|0|0|1|1|0|1|0|0|0|0|392205.5|1|0|392205.5|392205.5|12
505|54691.0|16569591.0|202003|07/03/2020|12:34:05|475001|384|800678000000.0|117|Credipago without validation|5190.0|E|1|1|C|P|506931.27|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |19/01/1965||0|0|0|0|0|0|0|0|1|2020-07-03|1965-01-19|0|0|0|20254 days|20254.0|0|0|1|1|0|0|0|0|1|1|506931.27|1|0|506931.27|506931.27|8
644|8637421.0|5385203.0|202004|27/04/2020|12:53:29|380000|893|800691000000.0|62|DepÂ¢sito Cte|6712.0|E|1|1|C|P|566708.3|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |||0|0|0|0|0|0|0|0|1|2020-04-27||0|0|0|||0|0|1|1|0|0|0|0|1|1|566708.3|1|0|566708.3|566708.3|8
3290|111918.0|111918.0|202003|02/03/2020|11:41:13|475000|498|800674000000.0|62|DepÂ¢sito Cte|5239.0|P|1|1|P|P|400000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|0|1|0|2020-02-03||0|1|0|||0|0|1|1|0|1|0|0|0|1|400000.0|0|0|400000.0|400000.0|18
2091|5941144.0|10876861.0|202005|29/05/2020|13:42:56|191073|151|800700000000.0|62|DepÂ¢sito Cte|5190.0|E|1|1|P|P|220000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |01/02/2004||0|0|0|0|0|0|0|0|0|2020-05-29|2004-01-02|0|0|0|5992 days|5992.0|0|0|1|1|0|1|0|0|0|1|220000.0|1|0|220000.0|220000.0|9
3433|2096628.0||202008|27/08/2020|14:38:34|305000|502|800737000000.0|62|DepÂ¢sito Cte|5211.0|E|1|0|E||275960.0||EMPRESA                            ||01/02/1993||0|0|0|0|0|1|0|0|0|2020-08-27|1993-01-02|0|0|0|10099 days|10099.0|0|0|0|0|0|0|1|0|0|1|275960.0|1|1|275960.0|275960.0|0
1898|9653451.0|1198118.0|202006|23/06/2020|10:38:57|215000|211|800708000000.0|62|DepÂ¢sito Cte|5190.0|E|1|1|P|P|250000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |14/06/2011||0|0|1|0|0|1|0|0|0|2020-06-23|2011-06-14|0|0|0|3297 days|3297.0|0|0|1|1|0|1|0|0|0|0|250000.0|1|0|250000.0|250000.0|4
356|6478186.0|6478186.0|202008|20/08/2020|17:15:17|193011|674|800736000000.0|117|Credipago without validation|1920.0|E|1|1|P|P|239000.0|E|BANCA PERSONAL                     |BANCA PERSONAL                     |16/11/2007|16/11/2007|0|0|0|0|0|1|0|0|0|2020-08-20|2007-11-16|0|0|0|4661 days|4661.0|0|0|1|1|0|1|0|0|0|1|239000.0|1|1|239000.0|239000.0|9
2635|71834.0|3383881.0|202008|27/08/2020|10:48:10|475000|76|800737000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|241760.0|P|EMPRESA                            |BANCA PERSONAL                     |01/04/1976||0|0|0|0|0|1|0|0|0|2020-08-27|1976-01-04|0|0|0|16307 days|16307.0|0|0|1|1|0|0|1|0|0|1|241760.0|1|0|241760.0|241760.0|0
1333|8637421.0|7340839.0|202009|01/09/2020|16:00:27|380000|649|800739000000.0|62|DepÂ¢sito Cte|6712.0|E|1|1|C|P|571701.4|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |||0|0|0|0|0|0|0|0|1|2020-01-09||0|0|0|||0|0|1|1|0|0|0|0|1|1|571701.4|1|0|571701.4|571701.4|8
245|9515950.0|9515950.0|202008|13/08/2020|15:41:14|232000|182|800734000000.0|60|DepÂ¢sito Aho|5234.0|P|1|1|P|P|217400.5|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|0|0|0|2020-08-13||0|1|0|||0|0|1|1|0|1|0|0|0|1|217400.5|0|0|217400.5|217400.5|9
2487|1183244.0|5949764.0|202001|14/01/2020|11:55:17|350000|152|800647000000.0|84|Emision de Cheques de Ger|99.0|P|1|1|P|P|200024.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|0|0|0|2020-01-14||0|1|0|||0|0|1|1|0|1|0|0|0|1|200024.0|0|0|200024.0|200024.0|9
2196|72103.0|3286782.0|202005|08/05/2020|14:41:45|191082|396|902235000000.0|115|Credipago with partial validation|1553.0|E|1|1|C|P|314000.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |03/01/1955||0|0|1|0|0|0|1|0|0|2020-08-05|1955-03-01|0|0|0|23899 days|23899.0|0|0|1|1|0|0|0|0|0|0|314000.0|1|0|314000.0|314000.0|12
3477|7849205.0||202008|18/08/2020|14:10:31|200000|279|902253000000.0|62|DepÂ¢sito Cte|4520.0|E|1|0|P||239574.67||BANCA PERSONAL                     ||12/08/2009||0|0|0|0|0|1|0|0|0|2020-08-18|2009-12-08|0|0|0|3906 days|3906.0|0|0|0|0|0|1|0|0|0|1|239574.67|1|1|239574.67|239574.67|9
621|5572560.0|2818233.0|202003|14/03/2020|13:02:00|191061|436|902225000000.0|117|Credipago without validation|5122.0|E|1|1|P|P|215930.4|P|BANCA PERSONAL                     |BANCA PERSONAL                     |21/06/2005||0|0|1|0|0|0|0|0|0|2020-03-14|2005-06-21|0|0|0|5380 days|5380.0|0|0|1|1|0|1|0|0|0|0|215930.4|1|0|215930.4|215930.4|4
553|7134618.0|4900965.0|202007|03/07/2020|11:41:35|194003|268|902244000000.0|62|DepÂ¢sito Cte|7499.0|E|1|1|E|P|256700.0|P|EMPRESA                            |BANCA PERSONAL                     |24/06/2008||0|1|0|1|1|1|0|0|0|2020-03-07|2008-06-24|0|0|0|4274 days|4274.0|0|0|1|1|0|0|1|1|0|1|256700.0|1|0|256700.0|256700.0|0
1681|23140821.0|7396310.0|202001|18/01/2020|10:36:56|194000|162|800650000000.0|62|DepÂ¢sito Cte|7495.0|E|1|1|E|P|246360.0|P|EMPRESA                            |BANCA PERSONAL                     |15/05/2019||0|0|0|0|0|1|0|0|0|2020-01-18|2019-05-15|0|0|0|248 days|248.0|0|0|1|1|0|0|1|0|0|1|246360.0|1|0|246360.0|246360.0|0
406|4288850.0|4288850.0|202001|03/01/2020|13:13:08|191088|234|902192000000.0|62|DepÂ¢sito Cte|9309.0|P|1|1|P|P|254700.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|1|0|0|0|2020-03-01||0|1|0|||0|0|1|1|0|1|0|0|0|1|254700.0|0|0|254700.0|254700.0|9
1484|14849842.0|22859174.0|202002|01/02/2020|12:16:26|194016|391|800658000000.0|62|DepÂ¢sito Cte|112.0|E|1|1|E|P|204500.0|P|EMPRESA                            |BANCA PERSONAL                     |14/10/2014||0|1|0|0|1|0|0|0|0|2020-01-02|2014-10-14|0|0|0|1906 days|1906.0|0|0|1|1|0|0|1|0|0|1|204500.0|1|0|204500.0|204500.0|0
2620|71834.0|3383881.0|202008|05/08/2020|15:15:01|475000|464|800731000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|336600.0|P|EMPRESA                            |BANCA PERSONAL                     |01/04/1976||0|0|0|0|0|0|1|0|0|2020-05-08|1976-01-04|0|0|0|16196 days|16196.0|0|0|1|1|0|0|1|0|0|1|336600.0|1|0|336600.0|336600.0|3
1668|71834.0|9121233.0|202004|17/04/2020|11:34:47|475000|444|800689000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|866070.0|P|EMPRESA                            |BANCA PERSONAL                     |01/04/1976||0|0|0|0|0|0|0|0|1|2020-04-17|1976-01-04|0|0|0|16175 days|16175.0|0|0|1|1|0|0|1|0|1|1|866070.0|1|0|651373.7949999986|651373.7949999986|11
2132|8466233.0|12087193.0|202007|29/07/2020|16:44:13|191006|380|902249000000.0|117|Credipago without validation|5131.0|E|1|1|P|P|250000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |20/10/2009||0|0|1|0|0|1|0|0|0|2020-07-29|2009-10-20|0|0|0|3935 days|3935.0|0|0|1|1|0|1|0|0|0|0|250000.0|1|0|250000.0|250000.0|4
281|219325.0|219325.0|202008|07/08/2020|14:53:27|194016|321|800732000000.0|128|Pago SUNAT formulario 1662|7499.0|P|1|1|P|P|343269.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|1|0|0|2020-07-08||0|1|0|||0|0|1|1|0|1|0|0|0|1|343269.0|0|0|343269.0|343269.0|2
1974|3577336.0|3577336.0|202006|26/06/2020|14:23:00|191000|709|800709000000.0|60|DepÂ¢sito Aho|9500.0|P|1|1|P|P|1050000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|0|0|1|2020-06-26||0|1|0|||0|0|1|1|0|1|0|0|1|1|1050000.0|0|0|651373.7949999986|651373.7949999986|15
2521|14746.0|22653470.0|202004|17/04/2020|11:46:01|475000|475|800689000000.0|60|DepÂ¢sito Aho|6599.0|E|1|1|E|P|300000.0|P|EMPRESA                            |BANCA PERSONAL                     |01/12/1994||0|0|0|0|0|0|1|0|0|2020-04-17|1994-01-12|0|0|0|9592 days|9592.0|0|0|1|1|0|0|1|0|0|1|300000.0|1|0|300000.0|300000.0|3
21|7134618.0|2076602.0|202005|25/05/2020|12:04:09|194015|146|800697000000.0|62|DepÂ¢sito Cte|7499.0|E|1|1|E|P|239995.0|P|EMPRESA                            |BANCA PERSONAL                     |24/06/2008||0|0|0|1|0|1|0|0|0|2020-05-25|2008-06-24|0|0|0|4353 days|4353.0|0|0|1|1|0|0|1|0|0|1|239995.0|1|0|239995.0|239995.0|0
648|8637421.0|5385203.0|202008|14/08/2020|12:44:12|380000|339|800734000000.0|62|DepÂ¢sito Cte|6712.0|E|1|1|C|P|632089.6|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |||0|0|0|0|0|0|0|0|1|2020-08-14||0|0|0|||0|0|1|1|0|0|0|0|1|1|632089.6|1|0|632089.6|632089.6|8
2052|8851327.0|2483740.0|202001|13/01/2020|19:18:19|570000|2034|902196000000.0|62|DepÂ¢sito Cte|6719.0|E|1|1|C|P|949367.4|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/08/2017||0|0|0|0|0|0|0|0|1|2020-01-13|2017-08-24|0|0|0|872 days|872.0|0|0|1|1|0|0|0|0|1|1|949367.4|1|0|651373.7949999986|651373.7949999986|8
1772|12058622.0|12058622.0|202002|12/02/2020|18:24:08|215006|593|902210000000.0|60|DepÂ¢sito Aho|99.0|P|1|1|P|P|420000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|0|1|0|2020-12-02||0|1|0|||0|0|1|1|0|1|0|0|0|1|420000.0|0|0|420000.0|420000.0|18
1490|4613804.0|3549080.0|202001|10/01/2020|16:57:02|215000|1458|800645000000.0|62|DepÂ¢sito Cte|5141.0|E|1|1|E|P|270000.0|P|EMPRESA                            |BANCA PERSONAL                     |27/05/2004||0|0|1|0|0|1|0|0|0|2020-10-01|2004-05-27|0|0|0|5971 days|5971.0|0|0|1|1|0|0|1|0|0|0|270000.0|1|0|270000.0|270000.0|16
2683|5689095.0|638475.0|202004|13/04/2020|12:17:01|191020|394|800688000000.0|107|Pago de Credito ALS|5122.0|E|1|1|P|P|243443.3|P|BANCA PERSONAL                     |BANCA PERSONAL                     |02/10/2006||0|0|1|0|0|1|0|0|0|2020-04-13|2006-02-10|0|0|0|5176 days|5176.0|0|0|1|1|0|1|0|0|0|0|243443.3|1|0|243443.3|243443.3|4
1099|23388086.0|10023072.0|202003|16/03/2020|10:30:42|191088|94|902225000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|207705.1|P|EMPRESA                            |BANCA PERSONAL                     |||0|0|1|0|0|0|0|0|0|2020-03-16||0|0|0|||0|0|1|1|0|0|1|0|0|0|207705.1|1|0|207705.1|207705.1|16
1309|12280033.0|12350010.0|202002|03/02/2020|11:24:30|193060|218|902206000000.0|62|DepÂ¢sito Cte|7122.0|E|1|1|P|P|215000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |19/06/2013||0|0|1|0|0|0|0|0|0|2020-03-02|2013-06-19|0|0|0|2448 days|2448.0|0|0|1|1|0|1|0|0|0|0|215000.0|1|0|215000.0|215000.0|4
155|7071429.0|3534724.0|202001|02/01/2020|12:49:44|215000|801|800640000000.0|117|Credipago without validation|121.0|E|1|1|E|P|400000.0|P|EMPRESA                            |BANCA PERSONAL                     |09/07/2008||0|0|1|0|0|0|0|1|0|2020-02-01|2008-09-07|0|0|0|4164 days|4164.0|0|0|1|1|0|0|1|0|0|0|400000.0|1|0|400000.0|400000.0|6
796|366868.0|983757.0|202001|20/01/2020|18:21:26|215000|1916|800651000000.0|117|Credipago without validation|122.0|E|1|1|C|P|247010.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |23/10/1998||0|0|0|0|0|1|0|0|0|2020-01-20|1998-10-23|0|0|0|7759 days|7759.0|0|0|1|1|0|0|0|0|0|1|247010.0|1|0|247010.0|247010.0|5
1992|2096628.0|3049539.0|202006|05/06/2020|11:19:27|570000|206|800702000000.0|62|DepÂ¢sito Cte|5211.0|E|1|1|E|P|210120.0|P|EMPRESA                            |BANCA PERSONAL                     |01/02/1993||0|0|0|0|0|0|0|0|0|2020-05-06|1993-01-02|0|0|0|9986 days|9986.0|0|0|1|1|0|0|1|0|0|1|210120.0|1|0|210120.0|210120.0|0
2901|7134618.0|2842524.0|202008|13/08/2020|12:01:19|193000|342|800733000000.0|62|DepÂ¢sito Cte|7499.0|E|1|1|E|P|500000.0|P|EMPRESA                            |BANCA PERSONAL                     |24/06/2008||0|0|0|1|0|0|0|1|0|2020-08-13|2008-06-24|0|0|0|4433 days|4433.0|0|0|1|1|0|0|1|0|0|1|500000.0|1|0|500000.0|500000.0|13
2419|8278696.0|9239814.0|202004|13/04/2020|11:34:48|485000|127|800687000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|P|P|246410.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |01/07/2009||0|0|0|0|0|1|0|0|0|2020-04-13|2009-01-07|0|0|0|4114 days|4114.0|0|0|1|1|0|1|0|0|0|1|246410.0|1|0|246410.0|246410.0|9
267|59820.0|180313.0|202006|03/06/2020|16:06:20|395000|473|902239000000.0|117|Credipago without validation|5010.0|E|1|1|E|P|442469.42|P|EMPRESA                            |BANCA PERSONAL                     |04/01/1993||0|0|0|0|0|0|0|1|0|2020-03-06|1993-04-01|0|0|0|9836 days|9836.0|0|0|1|1|0|0|1|0|0|1|442469.42|1|0|442469.42|442469.42|13
1673|5890782.0|1586529.0|202007|07/07/2020|12:05:22|191035|203|800712000000.0|62|DepÂ¢sito Cte|5231.0|E|1|1|E|P|398005.2|P|EMPRESA                            |BANCA PERSONAL                     |19/04/2007||0|0|1|0|0|0|0|1|0|2020-07-07|2007-04-19|0|0|0|4828 days|4828.0|0|0|1|1|0|0|1|0|0|0|398005.2|1|0|398005.2|398005.2|6
